date,NEUTRAL_00,NEUTRAL_01,NEUTRAL_02,NEUTRAL_03,NEUTRAL_04,NEUTRAL_05,CRASHY_00,CRASHY_01,CRASHY_02,TAIL_00,TAIL_01,TAIL_02
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,-0.7917099275360137,-0.5053993537319845,-0.3631577253687954,0.03028103228825163,-0.26112039818306726,1.3010330733947266,0.43436893551195394,0.5408077322387725,-0.03296692451865907,-0.20444640856276863,0.7713762109210666,-1.4503642667967245
2020-04-30,-3.5730369868166565,-0.620312288340502,-0.9965666947414275,-0.18670195608670725,0.20082907602758465,2.701216393598118,0.13579553642271247,2.1096566236534513,0.21675876167986877,-0.26535995922532907,0.6705627475639573,-3.987664044116726
2020-05-31,-0.9160327539829337,-1.481666070512622,0.234712444600558,-1.4682666316496267,-0.21001500823265273,1.5256890857357723,0.9528415050469705,0.2707801628611215,0.1982160947094747,0.21520019981817523,0.14889276207657165,-2.3863345307131794
2020-06-30,-1.3786878333306185,-1.8997746718365165,0.4443057964856633,-0.8603567800845167,-2.6342354431755526,1.7721733120648384,0.36427776306478415,0.34893318889882474,1.5666864929564097,0.7579161681953097,0.2926178709148092,-2.5468670766168455
2020-07-31,-1.469632298693099,-0.8248003702881289,1.1631171723287237,0.036914940282161475,-3.4422636428377738,0.3271918196543389,-0.18879656917140158,-1.1381446637392396,0.7267566193716326,2.302689146027674,1.379152940363205,-1.4694480505692902
2020-08-31,-0.8031572751995953,0.18119705847704698,1.8913761654858892,-0.1378732139309472,-1.3679627486178287,-0.8514265759259656,-0.8961937064371656,-0.04000068577411964,0.13685545681868852,1.046708584407944,1.5748545818622515,-0.5453391084024304
2020-09-30,-0.005026610263447008,3.140553838036664,4.727147479130344,-0.1368887574353716,-1.6616581580286471,-1.1054209080844641,-0.11659992769336346,-0.912524636178919,1.0314323362427802,0.7618392025387759,3.3855817535665453,0.02456888011583236
2020-10-31,-0.4796944465519747,1.8337207630022576,2.728844528935186,1.0468649354456485,-1.317559333363813,-1.26435303949946,0.14244693229464125,-0.5146854404516941,0.5941403158426056,1.680368311471308,2.3313223483785617,0.1983570557908661
2020-11-30,-1.176543373338065,0.8112029382861127,1.637785479282302,0.09471554801126147,0.18814908049025497,-1.7660736453935366,0.3069567797934214,-0.16814922962012727,-0.19783602884429471,-0.6351610419784468,-0.9484203059246324,1.0469108813779497
2020-12-31,-1.2053339934999663,0.26783525450948115,1.8209397048721707,-0.9126029828931805,0.5649770750601512,-1.2197007008655754,0.06448762911702516,-0.43898796907303894,-0.02865770276847296,-1.3396175699517192,-0.3913694282648895,2.409083908109628
2021-01-31,-0.2728923476736236,0.03015820007929293,1.2350931534418648,-0.4573171416525482,0.7732706348170537,-0.6589587049241337,0.5311221169236344,-0.32714199243890374,0.2602768592679504,-1.3786479403165366,-1.0425807260956437,1.7796961601414687
2021-02-28,-0.5656852504924503,-0.9536977172670449,1.2057301361160155,0.10246664650812798,0.1196461165293502,-0.19347253943603326,1.4633662728352639,-0.6722268932799635,0.20412132367772456,-0.9531417795689658,-1.6128668768102523,1.378407672987784
2021-03-31,-0.39007111481943885,-4.091965147345635,0.2986602899083764,0.658150016418541,0.9733142621911286,-2.4300979191368386,2.232155701299225,0.5415762228736144,0.2989577600626411,-0.2967523654313189,-3.8664529778998946,2.875767850746416
